SpecNo,ItemId,Seq,AcceptanceVi,AcceptanceEn,MethodVi,MethodEn,SourceFrequency,Sort
CCL-SPEC-QC601,NL-01,1,Theo mẫu chuẩn được lưu,According to the standard form stored,Kiểm tra mác SP & so sánh với SP mẫu,Check product label & compare with sample product,All lot,5095
CCL-SPEC-QC601,NQ-01,1,"Kiểm tra thông tin trên tem, hạn sử dụng…","Check the information on the stamp, expiry date…",,,All lot,5096
CCL-SPEC-QC601,NQ-02,1,So với mẫu chuẩn,Compared with the standard sample,Nhìn bằng mắt & so sánh với mẫu chuẩn,Look with your eyes and compare with the standard sample,All lot,5097
CCL-SPEC-QC601,NQ-03,1,Không có bụi bẩn,No dust,Nhìn bằng mắt,See with the eyes,Lấy mẫu theo AQL GII 0.4 Sampling according to AQL GII 0.4,5098
CCL-SPEC-QC601,NQ-04,1,Không có xước & nhăn,No scratches & wrinkles,Nhìn bằng mắt,See with the eyes,Lấy mẫu theo AQL GII 0.4 Sampling according to AQL GII 0.4,5099
CCL-SPEC-QC601,NQ-05,1,So với mẫu chuẩn,Compared with the standard sample,Nhìn bằng mắt,See with the eyes,Lấy mẫu theo AQL GII 0.4 Sampling according to AQL GII 0.4,5100
CCL-SPEC-QC601,NQ-06,1,"Không rách, không biến dạng, không đổ pallet,Không bẩn, không ẩm ướt","No tear, no deformation, no pallet fall, No dirt, no moisture",Nhìn bằng mắt,See with the eyes,Lấy mẫu theo AQL GII 0.4 Sampling according to AQL GII 0.4,5101
CCL-SPEC-QC601,KT-01,1,"Theo dữ liệu đầu vào (báo cáo xuất hàng, tem cuộn,…)","According to input data (shipment report, roll stamp, etc.)",So sánh data và thước đo,Compare data and metrics,Do tối đa 5 mẫu/lot Maximum 5 samples/lot,5102
CCL-SPEC-QC601,MT-01,1,"Cd,Cl,Hg, Pb, Sb, Cr, Br",,Phân tích thành phần nguyên liệu bằng máy X-ray và so sánh với tiêu chuẩn kiểm tra,Analyze raw material composition by X-ray machine and compare with testing standards,Kiểm tra mỗi tháng một lần. Tham khảo tệp kiểm tra Rosh Check once a month. Refer to Rosh test file,5103
CCL-SPEC-QC601,MT-02,1,Kiểm tra HSF,,Ngày Rohs: 02/3/2026,Rohs Date: 3/02/2026,Kiểm tra mỗi tháng một lần. Tham khảo tệp kiểm tra Rosh Check once a month. Refer to Rosh test file,5104
CCL-SPEC-QC601,BD-01,1,FTM: 1,,Máy kiểm tra độ bám dính,Adhesion tester,Kiểm tra 1 lần/ tháng. Check once a month.,5105
CCL-SPEC-QC601,CU-01,1,"Loại Bút, Qủa nặng:  XXX","Pen Type, Weight",Không có vết xước,Nhìn bằng mắt & so sánh với mẫu trước và sau. No scratches Visually look & compare with before and after sample.,All lot,5106
CCL-SPEC-QC601,XS-01,1,Theo tiêu chuẩn TDS,According to TDS standard,Nhìn bằng mắt & so sánh dữ liệu trên máy với tiêu chuẩn.,Visually look and compare the data on the machine with the standard.,All lot,5107
CCL-SPEC-QC602,NL-01,1,Theo mẫu chuẩn được lưu,According to the standard form stored,Kiểm tra mác SP & so sánh với SP mẫu,Check product label & compare with sample product,All lot,5108
CCL-SPEC-QC602,NQ-01,1,"Kiểm tra thông tin trên tem, hạn sử dụng…","Check the information on the stamp, expiry date…",,,All lot,5109
CCL-SPEC-QC602,NQ-02,1,So với mẫu chuẩn,Compared with the standard sample,Nhìn bằng mắt & so sánh với mẫu chuẩn,Look with your eyes and compare with the standard sample,All lot,5110
CCL-SPEC-QC602,NQ-03,1,Không có bụi bẩn,No dust,Nhìn bằng mắt,See with the eyes,Lấy mẫu theo AQL GII 0.4 Sampling according to AQL GII 0.4,5111
CCL-SPEC-QC602,NQ-04,1,Không có xước & nhăn,No scratches & wrinkles,Nhìn bằng mắt,See with the eyes,Lấy mẫu theo AQL GII 0.4 Sampling according to AQL GII 0.4,5112
CCL-SPEC-QC602,NQ-05,1,So với mẫu chuẩn,Compared with the standard sample,Nhìn bằng mắt,See with the eyes,Lấy mẫu theo AQL GII 0.4 Sampling according to AQL GII 0.4,5113
CCL-SPEC-QC602,NQ-06,1,"Không rách, không biến dạng, không đổ pallet,Không bẩn, không ẩm ướt","No tear, no deformation, no pallet fall, No dirt, no moisture",Nhìn bằng mắt,See with the eyes,Lấy mẫu theo AQL GII 0.4 Sampling according to AQL GII 0.4,5114
CCL-SPEC-QC602,KT-01,1,"Theo dữ liệu đầu vào (báo cáo xuất hàng, tem cuộn,…)","According to input data (shipment report, roll stamp, etc.)",So sánh data và thước đo,Compare data and metrics,Do tối đa 5 mẫu/lot Maximum 5 samples/lot,5115
CCL-SPEC-QC602,MT-01,1,"Cd,Cl,Hg, Pb, Sb, Cr, Br",,Phân tích thành phần nguyên liệu bằng máy X-ray và so sánh với tiêu chuẩn kiểm tra,Analyze raw material composition by X-ray machine and compare with testing standards,Kiểm tra mỗi tháng một lần. Tham khảo tệp kiểm tra Rosh Check once a month. Refer to Rosh test file,5116
CCL-SPEC-QC602,MT-02,1,Kiểm tra HSF,,Ngày Rohs: 22/4/2026,Rohs Date: 4/22/2026,Kiểm tra mỗi tháng một lần. Tham khảo tệp kiểm tra Rosh Check once a month. Refer to Rosh test file,5117
CCL-SPEC-QC602,BD-01,1,FTM:  XXX,,Máy kiểm tra độ bám dính,Adhesion tester,Kiểm tra 1 lần/ tháng. Check once a month.,5118
CCL-SPEC-QC602,CU-01,1,"Loại Bút, Qủa nặng:  XXX","Pen Type, Weight",Không có vết xước,Nhìn bằng mắt & so sánh với mẫu trước và sau. No scratches Visually look & compare with before and after sample.,All lot,5119
CCL-SPEC-QC602,XS-01,1,Theo tiêu chuẩn TDS,According to TDS standard,Nhìn bằng mắt & so sánh dữ liệu trên máy với tiêu chuẩn.,Visually look and compare the data on the machine with the standard.,All lot,5120
CCL-SPEC-QC603,NL-01,1,Theo mẫu chuẩn được lưu,According to the standard form stored,Kiểm tra mác SP & so sánh với SP mẫu,Check product label & compare with sample product,All lot,5121
CCL-SPEC-QC603,NQ-01,1,"Kiểm tra thông tin trên tem, hạn sử dụng…","Check the information on the stamp, expiry date…",,,All lot,5122
CCL-SPEC-QC603,NQ-02,1,So với mẫu chuẩn,Compared with the standard sample,Nhìn bằng mắt & so sánh với mẫu chuẩn,Look with your eyes and compare with the standard sample,All lot,5123
CCL-SPEC-QC603,NQ-03,1,Không có bụi bẩn,No dust,Nhìn bằng mắt,See with the eyes,Lấy mẫu theo AQL GII 0.4 Sampling according to AQL GII 0.4,5124
CCL-SPEC-QC603,NQ-04,1,Không có xước & nhăn,No scratches & wrinkles,Nhìn bằng mắt,See with the eyes,Lấy mẫu theo AQL GII 0.4 Sampling according to AQL GII 0.4,5125
CCL-SPEC-QC603,NQ-05,1,So với mẫu chuẩn,Compared with the standard sample,Nhìn bằng mắt,See with the eyes,Lấy mẫu theo AQL GII 0.4 Sampling according to AQL GII 0.4,5126
CCL-SPEC-QC603,NQ-06,1,"Không rách, không biến dạng, không đổ pallet,Không bẩn, không ẩm ướt","No tear, no deformation, no pallet fall, No dirt, no moisture",Nhìn bằng mắt,See with the eyes,Lấy mẫu theo AQL GII 0.4 Sampling according to AQL GII 0.4,5127
CCL-SPEC-QC603,KT-01,1,"Theo dữ liệu đầu vào (báo cáo xuất hàng, tem cuộn,…)","According to input data (shipment report, roll stamp, etc.)",So sánh data và thước đo,Compare data and metrics,Do tối đa 5 mẫu/lot Maximum 5 samples/lot,5128
CCL-SPEC-QC603,MT-01,1,"Cd,Cl,Hg, Pb, Sb, Cr, Br",,Phân tích thành phần nguyên liệu bằng máy X-ray và so sánh với tiêu chuẩn kiểm tra,Analyze raw material composition by X-ray machine and compare with testing standards,Kiểm tra mỗi tháng một lần. Tham khảo tệp kiểm tra Rosh Check once a month. Refer to Rosh test file,5129
CCL-SPEC-QC603,MT-02,1,Kiểm tra HSF,,Ngày Rohs: 28/03/2025,Rohs Date: 03/28/2025,Kiểm tra mỗi tháng một lần. Tham khảo tệp kiểm tra Rosh Check once a month. Refer to Rosh test file,5130
CCL-SPEC-QC603,BD-01,1,FTM: 1 (72h),,Máy kiểm tra độ bám dính,Adhesion tester,Kiểm tra 1 lần/ tháng. Check once a month.,5131
CCL-SPEC-QC603,CU-01,1,"Loại Bút, Qủa nặng:  XXX","Pen Type, Weight",Không có vết xước,Nhìn bằng mắt & so sánh với mẫu trước và sau. No scratches Visually look & compare with before and after sample.,All lot,5132
CCL-SPEC-QC603,XS-01,1,Theo tiêu chuẩn TDS,According to TDS standard,Nhìn bằng mắt & so sánh dữ liệu trên máy với tiêu chuẩn.,Visually look and compare the data on the machine with the standard.,All lot,5133
CCL-SPEC-QC604,NL-01,1,Theo mẫu chuẩn được lưu,According to the standard form stored,Kiểm tra mác SP & so sánh với SP mẫu,Check product label & compare with sample product,All lot,5134
CCL-SPEC-QC604,NQ-01,1,"Kiểm tra thông tin trên tem, hạn sử dụng…","Check the information on the stamp, expiry date…",,,All lot,5135
CCL-SPEC-QC604,NQ-02,1,So với mẫu chuẩn,Compared with the standard sample,Nhìn bằng mắt & so sánh với mẫu chuẩn,Look with your eyes and compare with the standard sample,All lot,5136
CCL-SPEC-QC604,NQ-03,1,Không có bụi bẩn,No dust,Nhìn bằng mắt,See with the eyes,Lấy mẫu theo AQL GII 0.4 Sampling according to AQL GII 0.4,5137
CCL-SPEC-QC604,NQ-04,1,Không có xước & nhăn,No scratches & wrinkles,Nhìn bằng mắt,See with the eyes,Lấy mẫu theo AQL GII 0.4 Sampling according to AQL GII 0.4,5138
CCL-SPEC-QC604,NQ-05,1,So với mẫu chuẩn,Compared with the standard sample,Nhìn bằng mắt,See with the eyes,Lấy mẫu theo AQL GII 0.4 Sampling according to AQL GII 0.4,5139
CCL-SPEC-QC604,NQ-06,1,"Không rách, không biến dạng, không đổ pallet,Không bẩn, không ẩm ướt","No tear, no deformation, no pallet fall, No dirt, no moisture",Nhìn bằng mắt,See with the eyes,Lấy mẫu theo AQL GII 0.4 Sampling according to AQL GII 0.4,5140
CCL-SPEC-QC604,KT-01,1,"Theo dữ liệu đầu vào (báo cáo xuất hàng, tem cuộn,…)","According to input data (shipment report, roll stamp, etc.)",So sánh data và thước đo,Compare data and metrics,Do tối đa 5 mẫu/lot Maximum 5 samples/lot,5141
CCL-SPEC-QC604,MT-01,1,"Cd,Cl,Hg, Pb, Sb, Cr, Br",,Phân tích thành phần nguyên liệu bằng máy X-ray và so sánh với tiêu chuẩn kiểm tra,Analyze raw material composition by X-ray machine and compare with testing standards,Kiểm tra mỗi tháng một lần. Tham khảo tệp kiểm tra Rosh Check once a month. Refer to Rosh test file,5142
CCL-SPEC-QC604,MT-02,1,Kiểm tra HSF,,Ngày Rohs: 16/9/2025,Rohs Date: 9/16/2025,Kiểm tra mỗi tháng một lần. Tham khảo tệp kiểm tra Rosh Check once a month. Refer to Rosh test file,5143
CCL-SPEC-QC604,BD-01,1,FTM:  2,,Máy kiểm tra độ bám dính,Adhesion tester,Kiểm tra 1 lần/ tháng. Check once a month.,5144
CCL-SPEC-QC604,CU-01,1,"Loại Bút, Qủa nặng:  XXX","Pen Type, Weight",Không có vết xước,Nhìn bằng mắt & so sánh với mẫu trước và sau. No scratches Visually look & compare with before and after sample.,All lot,5145
CCL-SPEC-QC604,XS-01,1,Theo tiêu chuẩn TDS,According to TDS standard,Nhìn bằng mắt & so sánh dữ liệu trên máy với tiêu chuẩn.,Visually look and compare the data on the machine with the standard.,All lot,5146
CCL-SPEC-QC606,NL-01,1,Theo mẫu chuẩn được lưu,According to the standard form stored,Kiểm tra mác SP & so sánh với SP mẫu,Check product label & compare with sample product,All lot,5147
CCL-SPEC-QC606,NQ-01,1,"Kiểm tra thông tin trên tem, hạn sử dụng…","Check the information on the stamp, expiry date…",,,All lot,5148
CCL-SPEC-QC606,NQ-02,1,So với mẫu chuẩn,Compared with the standard sample,Nhìn bằng mắt & so sánh với mẫu chuẩn,Look with your eyes and compare with the standard sample,All lot,5149
CCL-SPEC-QC606,NQ-03,1,Không có bụi bẩn,No dust,Nhìn bằng mắt,See with the eyes,Lấy mẫu theo AQL GII 0.4 Sampling according to AQL GII 0.4,5150
CCL-SPEC-QC606,NQ-04,1,Không có xước & nhăn,No scratches & wrinkles,Nhìn bằng mắt,See with the eyes,Lấy mẫu theo AQL GII 0.4 Sampling according to AQL GII 0.4,5151
CCL-SPEC-QC606,NQ-05,1,So với mẫu chuẩn,Compared with the standard sample,Nhìn bằng mắt,See with the eyes,Lấy mẫu theo AQL GII 0.4 Sampling according to AQL GII 0.4,5152
CCL-SPEC-QC606,NQ-06,1,"Không rách, không biến dạng, không đổ pallet,Không bẩn, không ẩm ướt","No tear, no deformation, no pallet fall, No dirt, no moisture",Nhìn bằng mắt,See with the eyes,Lấy mẫu theo AQL GII 0.4 Sampling according to AQL GII 0.4,5153
CCL-SPEC-QC606,KT-01,1,"Theo dữ liệu đầu vào (báo cáo xuất hàng, tem cuộn,…)","According to input data (shipment report, roll stamp, etc.)",So sánh data và thước đo,Compare data and metrics,Do tối đa 5 mẫu/lot Maximum 5 samples/lot,5154
CCL-SPEC-QC606,MT-01,1,"Cd,Cl,Hg, Pb, Sb, Cr, Br",,Phân tích thành phần nguyên liệu bằng máy X-ray và so sánh với tiêu chuẩn kiểm tra,Analyze raw material composition by X-ray machine and compare with testing standards,Kiểm tra mỗi tháng một lần. Tham khảo tệp kiểm tra Rosh Check once a month. Refer to Rosh test file,5155
CCL-SPEC-QC606,MT-02,1,Kiểm tra HSF,,Ngày Rohs: 01/9/2025,Rohs Date: 9/01/2025,Kiểm tra mỗi tháng một lần. Tham khảo tệp kiểm tra Rosh Check once a month. Refer to Rosh test file,5156
CCL-SPEC-QC606,BD-01,1,FTM:  XXX,,Máy kiểm tra độ bám dính,Adhesion tester,Kiểm tra 1 lần/ tháng. Check once a month.,5157
CCL-SPEC-QC606,CU-01,1,"Loại Bút, Qủa nặng:  XXX","Pen Type, Weight",Không có vết xước,Nhìn bằng mắt & so sánh với mẫu trước và sau. No scratches Visually look & compare with before and after sample.,All lot,5158
CCL-SPEC-QC606,XS-01,1,Theo tiêu chuẩn TDS,According to TDS standard,Nhìn bằng mắt & so sánh dữ liệu trên máy với tiêu chuẩn.,Visually look and compare the data on the machine with the standard.,All lot,5159
CCL-SPEC-QC607,NL-01,1,Theo mẫu chuẩn được lưu,According to the standard form stored,Kiểm tra mác SP & so sánh với SP mẫu,Check product label & compare with sample product,All lot,5160
CCL-SPEC-QC607,NQ-01,1,"Kiểm tra thông tin trên tem, hạn sử dụng…","Check the information on the stamp, expiry date…",,,All lot,5161
CCL-SPEC-QC607,NQ-02,1,So với mẫu chuẩn,Compared with the standard sample,Nhìn bằng mắt & so sánh với mẫu chuẩn,Look with your eyes and compare with the standard sample,All lot,5162
CCL-SPEC-QC607,NQ-03,1,Không có bụi bẩn,No dust,Nhìn bằng mắt,See with the eyes,Lấy mẫu theo AQL GII 0.4 Sampling according to AQL GII 0.4,5163
CCL-SPEC-QC607,NQ-04,1,Không có xước & nhăn,No scratches & wrinkles,Nhìn bằng mắt,See with the eyes,Lấy mẫu theo AQL GII 0.4 Sampling according to AQL GII 0.4,5164
CCL-SPEC-QC607,NQ-05,1,So với mẫu chuẩn,Compared with the standard sample,Nhìn bằng mắt,See with the eyes,Lấy mẫu theo AQL GII 0.4 Sampling according to AQL GII 0.4,5165
CCL-SPEC-QC607,NQ-06,1,"Không rách, không biến dạng, không đổ pallet,Không bẩn, không ẩm ướt","No tear, no deformation, no pallet fall, No dirt, no moisture",Nhìn bằng mắt,See with the eyes,Lấy mẫu theo AQL GII 0.4 Sampling according to AQL GII 0.4,5166
CCL-SPEC-QC607,KT-01,1,"Theo dữ liệu đầu vào (báo cáo xuất hàng, tem cuộn,…)","According to input data (shipment report, roll stamp, etc.)",So sánh data và thước đo,Compare data and metrics,Do tối đa 5 mẫu/lot Maximum 5 samples/lot,5167
CCL-SPEC-QC607,MT-01,1,"Cd,Cl,Hg, Pb, Sb, Cr, Br",,Phân tích thành phần nguyên liệu bằng máy X-ray và so sánh với tiêu chuẩn kiểm tra,Analyze raw material composition by X-ray machine and compare with testing standards,Kiểm tra mỗi tháng một lần. Tham khảo tệp kiểm tra Rosh Check once a month. Refer to Rosh test file,5168
CCL-SPEC-QC607,MT-02,1,Kiểm tra HSF,,Ngày Rohs: 01/9/2025,Rohs Date: 9/01/2025,Kiểm tra mỗi tháng một lần. Tham khảo tệp kiểm tra Rosh Check once a month. Refer to Rosh test file,5169
CCL-SPEC-QC607,BD-01,1,FTM:  XXX,,Máy kiểm tra độ bám dính,Adhesion tester,Kiểm tra 1 lần/ tháng. Check once a month.,5170
CCL-SPEC-QC607,CU-01,1,"Loại Bút, Qủa nặng:  XXX","Pen Type, Weight",Không có vết xước,Nhìn bằng mắt & so sánh với mẫu trước và sau. No scratches Visually look & compare with before and after sample.,All lot,5171
CCL-SPEC-QC607,XS-01,1,Theo tiêu chuẩn TDS,According to TDS standard,Nhìn bằng mắt & so sánh dữ liệu trên máy với tiêu chuẩn.,Visually look and compare the data on the machine with the standard.,All lot,5172
CCL-SPEC-QC608,NL-01,1,Theo mẫu chuẩn được lưu,According to the standard form stored,Kiểm tra mác SP & so sánh với SP mẫu,Check product label & compare with sample product,All lot,5173
CCL-SPEC-QC608,NQ-01,1,"Kiểm tra thông tin trên tem, hạn sử dụng…","Check the information on the stamp, expiry date…",,,All lot,5174
CCL-SPEC-QC608,NQ-02,1,So với mẫu chuẩn,Compared with the standard sample,Nhìn bằng mắt & so sánh với mẫu chuẩn,Look with your eyes and compare with the standard sample,All lot,5175
CCL-SPEC-QC608,NQ-03,1,Không có bụi bẩn,No dust,Nhìn bằng mắt,See with the eyes,Lấy mẫu theo AQL GII 0.4 Sampling according to AQL GII 0.4,5176
CCL-SPEC-QC608,NQ-04,1,Không có xước & nhăn,No scratches & wrinkles,Nhìn bằng mắt,See with the eyes,Lấy mẫu theo AQL GII 0.4 Sampling according to AQL GII 0.4,5177
CCL-SPEC-QC608,NQ-05,1,So với mẫu chuẩn,Compared with the standard sample,Nhìn bằng mắt,See with the eyes,Lấy mẫu theo AQL GII 0.4 Sampling according to AQL GII 0.4,5178
